algo,mse,alpha,dataset
albopt_pow2_max_c,0.7117,100.0,people
random_sim,0.6234,100.0,people
greedy_sim,0.7062,100.0,people
albopt,0.4421,100.0,people
albopt_pow2,0.5784,100.0,people
albopt_pow2_max_c,0.5598,100.0,people
random_sim,0.4157,100.0,people
greedy_sim,0.5266,100.0,people
albopt,0.3796,100.0,people
albopt_pow2,0.6453,100.0,people
albopt_pow2_max_c,0.9847,100.0,people
random_sim,0.4121,100.0,people
greedy_sim,0.5177,100.0,people
albopt,0.3175,100.0,people
albopt_pow2,0.6318,100.0,people
albopt_pow2_max_c,0.7138,100.0,people
random_sim,1.2191,100.0,people
greedy_sim,0.5882,100.0,people
albopt,0.3849,100.0,people
albopt_pow2,0.6053,100.0,people
albopt_pow2_max_c,0.7451,100.0,people
random_sim,0.8792,100.0,people
greedy_sim,0.5612,100.0,people
albopt,0.3853,100.0,people
albopt_pow2,0.6879,100.0,people
albopt_pow2_max_c,0.6332,100.0,people
random_sim,0.5121,100.0,people
greedy_sim,0.6103,100.0,people
albopt,0.2243,100.0,people
albopt_pow2,0.5112,100.0,people
albopt_pow2_max_c,0.421,100.0,people
random_sim,0.5659,100.0,people
greedy_sim,0.9051,100.0,people
albopt,0.5461,100.0,people
albopt_pow2,1.1171,100.0,people
albopt_pow2_max_c,1.553,100.0,people
random_sim,0.386,100.0,people
greedy_sim,0.929,100.0,people
albopt,0.3223,100.0,people
albopt_pow2,0.8427,100.0,people
albopt_pow2_max_c,0.9186,100.0,people
random_sim,1.3799,100.0,people
greedy_sim,0.6355,100.0,people
albopt,0.5709,100.0,people
albopt_pow2,1.1138,100.0,people
albopt_pow2_max_c,1.0331,100.0,people
random_sim,0.5788,100.0,people
greedy_sim,1.0916,100.0,people
albopt,0.3259,100.0,people
albopt_pow2,0.3811,100.0,people
albopt_pow2_max_c,0.456,100.0,people
random_sim,0.6304,100.0,people
greedy_sim,0.5335,100.0,people
albopt,0.544,100.0,people
albopt_pow2,1.0049,100.0,people
albopt_pow2_max_c,1.1739,100.0,people
random_sim,0.8309,100.0,people
greedy_sim,1.1339,100.0,people
albopt,0.1974,100.0,people
albopt_pow2,0.3876,100.0,people
albopt_pow2_max_c,0.4105,100.0,people
random_sim,0.4069,100.0,people
greedy_sim,0.4081,100.0,people
albopt,0.4547,100.0,people
albopt_pow2,0.7675,100.0,people
albopt_pow2_max_c,0.7768,100.0,people
random_sim,0.4157,100.0,people
greedy_sim,0.8778,100.0,people
albopt,0.2842,100.0,people
albopt_pow2,0.4998,100.0,people
albopt_pow2_max_c,0.6381,100.0,people
random_sim,0.6468,100.0,people
greedy_sim,0.5358,100.0,people
albopt,0.5623,100.0,people
albopt_pow2,0.8739,100.0,people
albopt_pow2_max_c,0.9663,100.0,people
random_sim,0.2429,100.0,people
greedy_sim,0.9577,100.0,people
albopt,0.5393,100.0,people
albopt_pow2,0.8147,100.0,people
albopt_pow2_max_c,0.9973,100.0,people
random_sim,0.5905,100.0,people
greedy_sim,0.6691,100.0,people
albopt,0.5461,100.0,people
albopt_pow2,0.9231,100.0,people
albopt_pow2_max_c,1.0893,100.0,people
random_sim,0.691,100.0,people
greedy_sim,0.7697,100.0,people
albopt,1.3586,100.0,people
albopt_pow2,1.9906,100.0,people
albopt_pow2_max_c,1.9234,100.0,people
random_sim,0.795,100.0,people
greedy_sim,2.4055,100.0,people
albopt,0.3219,100.0,people
albopt_pow2,0.6192,100.0,people
albopt_pow2_max_c,0.5713,100.0,people
random_sim,0.6029,100.0,people
greedy_sim,0.7838,100.0,people
albopt,0.8772,100.0,people
albopt_pow2,0.9466,100.0,people
albopt_pow2_max_c,0.8585,100.0,people
random_sim,0.5367,100.0,people
greedy_sim,1.451,100.0,people
albopt,0.5549,100.0,people
albopt_pow2,0.6779,100.0,people
albopt_pow2_max_c,0.6077,100.0,people
random_sim,0.6881,100.0,people
greedy_sim,0.8233,100.0,people
albopt,0.9537,100.0,people
albopt_pow2,1.6523,100.0,people
albopt_pow2_max_c,1.8336,100.0,people
random_sim,0.3246,100.0,people
greedy_sim,1.891,100.0,people
albopt,1.6968,0.1,places
albopt_pow2,1.2313,0.1,places
albopt_pow2_max_c,0.9997,0.1,places
random_sim,5.3185,0.1,places
greedy_sim,0.9152,0.1,places
albopt,1.1766,0.1,places
albopt_pow2,1.3192,0.1,places
albopt_pow2_max_c,1.2928,0.1,places
random_sim,1.7329,0.1,places
greedy_sim,1.2132,0.1,places
albopt,3.752,0.1,places
albopt_pow2,3.4275,0.1,places
albopt_pow2_max_c,3.3237,0.1,places
random_sim,6.5287,0.1,places
greedy_sim,3.8,0.1,places
albopt,2.9708,0.1,places
albopt_pow2,2.5735,0.1,places
albopt_pow2_max_c,2.516,0.1,places
random_sim,7.1383,0.1,places
greedy_sim,3.3671,0.1,places
albopt,1.7911,0.1,places
albopt_pow2,1.6377,0.1,places
albopt_pow2_max_c,1.5272,0.1,places
random_sim,3.0371,0.1,places
greedy_sim,1.5184,0.1,places
albopt,2.1484,0.1,places
albopt_pow2,2.2413,0.1,places
albopt_pow2_max_c,2.0028,0.1,places
random_sim,4.3982,0.1,places
greedy_sim,2.9241,0.1,places
albopt,1.0305,0.1,places
albopt_pow2,0.8217,0.1,places
albopt_pow2_max_c,0.7392,0.1,places
random_sim,2.2671,0.1,places
greedy_sim,1.2244,0.1,places
albopt,3.8766,0.1,places
albopt_pow2,3.2818,0.1,places
albopt_pow2_max_c,3.1555,0.1,places
random_sim,5.1471,0.1,places
greedy_sim,2.3539,0.1,places
albopt,1.7373,0.1,places
albopt_pow2,1.8194,0.1,places
albopt_pow2_max_c,1.8276,0.1,places
random_sim,2.9197,0.1,places
greedy_sim,2.2935,0.1,places
albopt,2.7686,0.1,places
albopt_pow2,2.796,0.1,places
albopt_pow2_max_c,2.5017,0.1,places
random_sim,3.6529,0.1,places
greedy_sim,3.0789,0.1,places
albopt,1.9113,0.1,places
albopt_pow2,1.9575,0.1,places
albopt_pow2_max_c,1.8198,0.1,places
random_sim,2.8825,0.1,places
greedy_sim,2.2448,0.1,places
albopt,1.7182,0.1,places
albopt_pow2,1.1407,0.1,places
albopt_pow2_max_c,1.0431,0.1,places
random_sim,2.5395,0.1,places
greedy_sim,0.8996,0.1,places
albopt,1.5823,0.1,places
albopt_pow2,1.5373,0.1,places
albopt_pow2_max_c,1.3989,0.1,places
random_sim,2.8982,0.1,places
greedy_sim,2.2131,0.1,places
albopt,1.8815,0.1,places
albopt_pow2,1.5322,0.1,places
albopt_pow2_max_c,1.4261,0.1,places
random_sim,4.9886,0.1,places
greedy_sim,1.8365,0.1,places
albopt,3.1524,0.1,places
albopt_pow2,3.0969,0.1,places
albopt_pow2_max_c,3.0698,0.1,places
random_sim,3.7384,0.1,places
greedy_sim,4.0774,0.1,places
albopt,1.1588,0.1,places
albopt_pow2,0.9833,0.1,places
albopt_pow2_max_c,0.7513,0.1,places
random_sim,2.5822,0.1,places
greedy_sim,1.8863,0.1,places
albopt,1.4563,0.1,places
albopt_pow2,1.4521,0.1,places
albopt_pow2_max_c,1.3027,0.1,places
random_sim,1.6799,0.1,places
greedy_sim,1.4846,0.1,places
albopt,2.1268,0.1,places
albopt_pow2,1.7323,0.1,places
albopt_pow2_max_c,1.6244,0.1,places
random_sim,4.6542,0.1,places
greedy_sim,2.685,0.1,places
albopt,0.8735,0.1,places
albopt_pow2,0.8565,0.1,places
albopt_pow2_max_c,1.0458,0.1,places
random_sim,1.181,0.1,places
greedy_sim,1.4463,0.1,places
albopt,3.7214,0.1,places
albopt_pow2,3.4839,0.1,places
albopt_pow2_max_c,3.1718,0.1,places
random_sim,6.5946,0.1,places
greedy_sim,3.2114,0.1,places
albopt,1.6026,0.1,places
albopt_pow2,1.552,0.1,places
albopt_pow2_max_c,1.4786,0.1,places
random_sim,3.1128,0.1,places
greedy_sim,2.0537,0.1,places
albopt,2.0605,0.1,places
albopt_pow2,1.673,0.1,places
albopt_pow2_max_c,1.6021,0.1,places
random_sim,4.1936,0.1,places
greedy_sim,2.2379,0.1,places
albopt,1.1322,0.1,places
albopt_pow2,1.1038,0.1,places
albopt_pow2_max_c,0.8246,0.1,places
random_sim,1.9522,0.1,places
greedy_sim,1.0848,0.1,places
albopt,2.2521,0.1,places
albopt_pow2,1.8544,0.1,places
albopt_pow2_max_c,1.8099,0.1,places
random_sim,2.9173,0.1,places
greedy_sim,1.7468,0.1,places
albopt,1.9172,0.1,places
albopt_pow2,1.7053,0.1,places
albopt_pow2_max_c,1.7735,0.1,places
random_sim,2.7158,0.1,places
greedy_sim,2.1017,0.1,places
albopt,2.7761,0.1,places
albopt_pow2,2.2192,0.1,places
albopt_pow2_max_c,2.1513,0.1,places
random_sim,8.3906,0.1,places
greedy_sim,2.8946,0.1,places
albopt,1.9562,0.1,places
albopt_pow2,1.3637,0.1,places
albopt_pow2_max_c,1.3251,0.1,places
random_sim,5.7839,0.1,places
greedy_sim,1.6501,0.1,places
albopt,1.4017,0.1,places
albopt_pow2,1.1101,0.1,places
albopt_pow2_max_c,0.8459,0.1,places
random_sim,4.5746,0.1,places
greedy_sim,2.0394,0.1,places
albopt,1.9475,0.1,places
albopt_pow2,1.9748,0.1,places
albopt_pow2_max_c,2.0264,0.1,places
random_sim,2.4766,0.1,places
greedy_sim,2.6576,0.1,places
albopt,0.7562,0.1,places
albopt_pow2,0.7226,0.1,places
albopt_pow2_max_c,0.8038,0.1,places
random_sim,1.4102,0.1,places
greedy_sim,0.9785,0.1,places
albopt,2.105,0.1,places
albopt_pow2,1.7704,0.1,places
albopt_pow2_max_c,1.5079,0.1,places
random_sim,5.814,0.1,places
greedy_sim,2.2168,0.1,places
albopt,1.99,0.1,places
albopt_pow2,1.5971,0.1,places
albopt_pow2_max_c,1.5811,0.1,places
random_sim,3.3392,0.1,places
greedy_sim,1.7507,0.1,places
albopt,1.1111,0.1,places
albopt_pow2,0.8297,0.1,places
albopt_pow2_max_c,0.8924,0.1,places
random_sim,2.1669,0.1,places
greedy_sim,0.7666,0.1,places
albopt,2.4662,0.1,places
albopt_pow2,2.3518,0.1,places
albopt_pow2_max_c,2.2265,0.1,places
random_sim,3.9734,0.1,places
greedy_sim,2.9661,0.1,places
albopt,1.77,0.1,places
albopt_pow2,1.4188,0.1,places
albopt_pow2_max_c,1.4622,0.1,places
random_sim,4.4864,0.1,places
greedy_sim,1.892,0.1,places
albopt,2.1544,0.1,places
albopt_pow2,2.2874,0.1,places
albopt_pow2_max_c,2.0476,0.1,places
random_sim,2.8617,0.1,places
greedy_sim,3.321,0.1,places
albopt,1.0829,0.1,places
albopt_pow2,0.7619,0.1,places
albopt_pow2_max_c,0.6637,0.1,places
random_sim,2.4064,0.1,places
greedy_sim,1.0917,0.1,places
albopt,1.7162,0.1,places
albopt_pow2,1.2871,0.1,places
albopt_pow2_max_c,1.2887,0.1,places
random_sim,6.199,0.1,places
greedy_sim,1.563,0.1,places
albopt,4.3798,0.1,places
albopt_pow2,3.608,0.1,places
albopt_pow2_max_c,3.7212,0.1,places
random_sim,7.2617,0.1,places
greedy_sim,2.4962,0.1,places
albopt,1.2729,0.1,places
albopt_pow2,0.916,0.1,places
albopt_pow2_max_c,0.7738,0.1,places
random_sim,2.1935,0.1,places
greedy_sim,1.3289,0.1,places
albopt,1.8831,0.1,places
albopt_pow2,1.821,0.1,places
albopt_pow2_max_c,1.9905,0.1,places
random_sim,3.6975,0.1,places
greedy_sim,2.8338,0.1,places
albopt,2.2089,0.1,places
albopt_pow2,2.0373,0.1,places
albopt_pow2_max_c,1.9519,0.1,places
random_sim,5.2154,0.1,places
greedy_sim,1.8804,0.1,places
albopt,2.3085,0.1,places
albopt_pow2,1.9878,0.1,places
albopt_pow2_max_c,1.7795,0.1,places
random_sim,6.0732,0.1,places
greedy_sim,2.5073,0.1,places
albopt,2.0477,0.1,places
albopt_pow2,1.8196,0.1,places
albopt_pow2_max_c,1.9993,0.1,places
random_sim,5.0644,0.1,places
greedy_sim,2.5756,0.1,places
albopt,1.6021,0.1,places
albopt_pow2,1.4501,0.1,places
albopt_pow2_max_c,1.3689,0.1,places
random_sim,3.0851,0.1,places
greedy_sim,1.6469,0.1,places
albopt,3.7875,0.1,places
albopt_pow2,3.9589,0.1,places
albopt_pow2_max_c,4.3475,0.1,places
random_sim,4.1501,0.1,places
greedy_sim,3.6998,0.1,places
albopt,2.8294,0.1,places
albopt_pow2,2.7091,0.1,places
albopt_pow2_max_c,2.6952,0.1,places
random_sim,2.0249,0.1,places
greedy_sim,4.0451,0.1,places
albopt,0.73,0.1,places
albopt_pow2,0.6625,0.1,places
albopt_pow2_max_c,0.7708,0.1,places
random_sim,2.7973,0.1,places
greedy_sim,1.4884,0.1,places
albopt,3.3084,0.1,places
albopt_pow2,3.0292,0.1,places
albopt_pow2_max_c,2.7602,0.1,places
random_sim,3.5582,0.1,places
greedy_sim,4.1116,0.1,places
albopt,0.965,0.1,places
albopt_pow2,0.8828,0.1,places
albopt_pow2_max_c,0.7512,0.1,places
random_sim,2.3713,0.1,places
greedy_sim,1.0394,0.1,places
albopt,2.777,0.1,places
albopt_pow2,2.5103,0.1,places
albopt_pow2_max_c,2.2973,0.1,places
random_sim,7.0165,0.1,places
greedy_sim,2.1331,0.1,places
albopt,1.6752,0.1,places
albopt_pow2,1.4747,0.1,places
albopt_pow2_max_c,1.3235,0.1,places
random_sim,1.1177,0.1,places
greedy_sim,1.7707,0.1,places
albopt,1.8442,0.1,places
albopt_pow2,1.5957,0.1,places
albopt_pow2_max_c,1.4867,0.1,places
random_sim,3.0984,0.1,places
greedy_sim,2.2763,0.1,places
albopt,2.132,0.1,places
albopt_pow2,2.1512,0.1,places
albopt_pow2_max_c,1.8557,0.1,places
random_sim,3.7622,0.1,places
greedy_sim,2.4254,0.1,places
albopt,1.7427,0.1,places
albopt_pow2,1.4708,0.1,places
albopt_pow2_max_c,1.3811,0.1,places
random_sim,2.8824,0.1,places
greedy_sim,1.5083,0.1,places
albopt,2.7901,0.1,places
albopt_pow2,2.3739,0.1,places
albopt_pow2_max_c,2.199,0.1,places
random_sim,5.479,0.1,places
greedy_sim,2.7598,0.1,places
albopt,2.0379,0.1,places
albopt_pow2,1.6577,0.1,places
albopt_pow2_max_c,1.7355,0.1,places
random_sim,4.9927,0.1,places
greedy_sim,1.7571,0.1,places
albopt,2.8664,0.1,places
albopt_pow2,2.7137,0.1,places
albopt_pow2_max_c,2.3625,0.1,places
random_sim,5.9846,0.1,places
greedy_sim,4.3981,0.1,places
albopt,1.3943,0.1,places
albopt_pow2,1.1726,0.1,places
albopt_pow2_max_c,1.0743,0.1,places
random_sim,1.8512,0.1,places
greedy_sim,1.44,0.1,places
albopt,3.4746,0.1,places
albopt_pow2,3.0615,0.1,places
albopt_pow2_max_c,3.2663,0.1,places
random_sim,5.5653,0.1,places
greedy_sim,3.847,0.1,places
albopt,2.489,0.1,places
albopt_pow2,2.2879,0.1,places
albopt_pow2_max_c,2.242,0.1,places
random_sim,2.9177,0.1,places
greedy_sim,1.7722,0.1,places
albopt,0.8034,0.1,places
albopt_pow2,0.7328,0.1,places
albopt_pow2_max_c,0.5652,0.1,places
random_sim,1.0767,0.1,places
greedy_sim,0.7798,0.1,places
albopt,2.3446,0.1,places
albopt_pow2,2.3063,0.1,places
albopt_pow2_max_c,2.2952,0.1,places
random_sim,2.7543,0.1,places
greedy_sim,3.2665,0.1,places
albopt,1.7033,0.1,places
albopt_pow2,1.4354,0.1,places
albopt_pow2_max_c,1.3424,0.1,places
random_sim,3.8596,0.1,places
greedy_sim,1.3535,0.1,places
albopt,2.7326,0.1,places
albopt_pow2,2.4128,0.1,places
albopt_pow2_max_c,2.1197,0.1,places
random_sim,3.5835,0.1,places
greedy_sim,4.2064,0.1,places
albopt,2.2431,0.1,places
albopt_pow2,2.2514,0.1,places
albopt_pow2_max_c,2.0051,0.1,places
random_sim,3.5559,0.1,places
greedy_sim,3.2212,0.1,places
albopt,2.0333,0.1,places
albopt_pow2,2.3423,0.1,places
albopt_pow2_max_c,2.1855,0.1,places
random_sim,2.5831,0.1,places
greedy_sim,2.4883,0.1,places
albopt,2.3195,0.1,places
albopt_pow2,2.1858,0.1,places
albopt_pow2_max_c,2.0006,0.1,places
random_sim,1.8964,0.1,places
greedy_sim,2.5422,0.1,places
albopt,2.6072,0.1,places
albopt_pow2,2.3545,0.1,places
albopt_pow2_max_c,2.2039,0.1,places
random_sim,4.6729,0.1,places
greedy_sim,3.1145,0.1,places
albopt,1.6766,0.1,places
albopt_pow2,1.5164,0.1,places
albopt_pow2_max_c,1.3888,0.1,places
random_sim,3.1,0.1,places
greedy_sim,1.6103,0.1,places
albopt,2.0912,0.1,places
albopt_pow2,1.8318,0.1,places
albopt_pow2_max_c,1.4999,0.1,places
random_sim,2.9442,0.1,places
greedy_sim,3.4687,0.1,places
albopt,1.4484,0.1,places
albopt_pow2,1.4944,0.1,places
albopt_pow2_max_c,1.7351,0.1,places
random_sim,1.2586,0.1,places
greedy_sim,1.1782,0.1,places
albopt,2.8454,0.1,places
albopt_pow2,2.4612,0.1,places
albopt_pow2_max_c,2.111,0.1,places
random_sim,4.8848,0.1,places
greedy_sim,2.7728,0.1,places
albopt,2.9865,0.1,places
albopt_pow2,2.651,0.1,places
albopt_pow2_max_c,2.7555,0.1,places
random_sim,7.5762,0.1,places
greedy_sim,2.2681,0.1,places
albopt,1.4762,0.1,places
albopt_pow2,1.2491,0.1,places
albopt_pow2_max_c,1.2521,0.1,places
random_sim,2.6433,0.1,places
greedy_sim,1.3281,0.1,places
albopt,2.0214,0.1,places
albopt_pow2,1.7946,0.1,places
albopt_pow2_max_c,1.771,0.1,places
random_sim,2.8973,0.1,places
greedy_sim,2.48,0.1,places
albopt,1.7664,0.1,places
albopt_pow2,1.6658,0.1,places
albopt_pow2_max_c,1.7219,0.1,places
random_sim,2.3892,0.1,places
greedy_sim,2.2568,0.1,places
albopt,2.2898,0.1,places
albopt_pow2,2.1842,0.1,places
albopt_pow2_max_c,2.2762,0.1,places
random_sim,3.5993,0.1,places
greedy_sim,2.2914,0.1,places
albopt,1.6879,0.1,places
albopt_pow2,1.792,0.1,places
albopt_pow2_max_c,1.8415,0.1,places
random_sim,4.0742,0.1,places
greedy_sim,2.4265,0.1,places
albopt,1.2335,0.1,places
albopt_pow2,1.1596,0.1,places
albopt_pow2_max_c,1.2106,0.1,places
random_sim,1.5569,0.1,places
greedy_sim,0.9532,0.1,places
albopt,1.3213,0.1,places
albopt_pow2,1.2687,0.1,places
albopt_pow2_max_c,1.3182,0.1,places
random_sim,2.7163,0.1,places
greedy_sim,1.4887,0.1,places
albopt,2.0645,0.1,places
albopt_pow2,2.1161,0.1,places
albopt_pow2_max_c,1.9358,0.1,places
random_sim,3.8962,0.1,places
greedy_sim,2.4065,0.1,places
albopt,3.1678,0.1,places
albopt_pow2,2.92,0.1,places
albopt_pow2_max_c,2.7398,0.1,places
random_sim,6.8637,0.1,places
greedy_sim,2.8621,0.1,places
albopt,3.388,0.1,places
albopt_pow2,2.6744,0.1,places
albopt_pow2_max_c,2.4774,0.1,places
random_sim,5.3469,0.1,places
greedy_sim,2.1292,0.1,places
albopt,1.2201,0.1,places
albopt_pow2,1.0469,0.1,places
albopt_pow2_max_c,1.1436,0.1,places
random_sim,3.5968,0.1,places
greedy_sim,1.8338,0.1,places
albopt,3.2499,0.1,places
albopt_pow2,2.8182,0.1,places
albopt_pow2_max_c,2.4477,0.1,places
random_sim,5.4689,0.1,places
greedy_sim,3.0247,0.1,places
albopt,2.6337,0.1,places
albopt_pow2,2.4344,0.1,places
albopt_pow2_max_c,2.2767,0.1,places
random_sim,5.2309,0.1,places
greedy_sim,2.3005,0.1,places
albopt,2.9236,0.1,places
albopt_pow2,2.6997,0.1,places
albopt_pow2_max_c,2.7832,0.1,places
random_sim,2.5791,0.1,places
greedy_sim,3.0925,0.1,places
albopt,1.3291,0.1,places
albopt_pow2,1.5757,0.1,places
albopt_pow2_max_c,1.4919,0.1,places
random_sim,1.5647,0.1,places
greedy_sim,1.5277,0.1,places
albopt,2.8918,0.1,places
albopt_pow2,2.3647,0.1,places
albopt_pow2_max_c,2.2182,0.1,places
random_sim,5.1093,0.1,places
greedy_sim,3.4651,0.1,places
albopt,2.2388,0.1,places
albopt_pow2,1.3012,0.1,places
albopt_pow2_max_c,1.0975,0.1,places
random_sim,4.4146,0.1,places
greedy_sim,1.3799,0.1,places
albopt,2.5994,0.1,places
albopt_pow2,1.4034,0.1,places
albopt_pow2_max_c,1.0635,0.1,places
random_sim,9.0,0.1,places
greedy_sim,1.9885,0.1,places
albopt,1.9673,0.1,places
albopt_pow2,1.7535,0.1,places
albopt_pow2_max_c,1.6147,0.1,places
random_sim,2.6519,0.1,places
greedy_sim,2.3713,0.1,places
albopt,2.4926,0.1,places
albopt_pow2,2.2643,0.1,places
albopt_pow2_max_c,2.2621,0.1,places
random_sim,6.0183,0.1,places
greedy_sim,2.5039,0.1,places
albopt,2.7072,0.1,places
albopt_pow2,2.5885,0.1,places
albopt_pow2_max_c,2.4585,0.1,places
random_sim,4.0534,0.1,places
greedy_sim,3.1516,0.1,places
albopt,1.0726,0.1,places
albopt_pow2,1.1083,0.1,places
albopt_pow2_max_c,1.0205,0.1,places
random_sim,1.8145,0.1,places
greedy_sim,1.564,0.1,places
albopt,2.1096,0.1,places
albopt_pow2,2.3176,0.1,places
albopt_pow2_max_c,2.5474,0.1,places
random_sim,3.4491,0.1,places
greedy_sim,2.7793,0.1,places
albopt,1.8489,0.1,places
albopt_pow2,1.236,0.1,places
albopt_pow2_max_c,1.1244,0.1,places
random_sim,8.065,0.1,places
greedy_sim,1.2068,0.1,places
albopt,1.9675,0.1,places
albopt_pow2,2.1631,0.1,places
albopt_pow2_max_c,1.8961,0.1,places
random_sim,2.5352,0.1,places
greedy_sim,2.2778,0.1,places
albopt,1.6732,0.1,places
albopt_pow2,1.352,0.1,places
albopt_pow2_max_c,1.3016,0.1,places
random_sim,4.5093,0.1,places
greedy_sim,1.0173,0.1,places
albopt,2.207,0.3,places
albopt_pow2,2.2858,0.3,places
albopt_pow2_max_c,2.1471,0.3,places
random_sim,3.3152,0.3,places
greedy_sim,3.9876,0.3,places
albopt,0.715,0.3,places
albopt_pow2,0.5592,0.3,places
albopt_pow2_max_c,0.5842,0.3,places
random_sim,2.4358,0.3,places
greedy_sim,0.6614,0.3,places
albopt,1.249,0.3,places
albopt_pow2,1.0919,0.3,places
albopt_pow2_max_c,1.0583,0.3,places
random_sim,2.9957,0.3,places
greedy_sim,1.4169,0.3,places
albopt,1.125,0.3,places
albopt_pow2,1.035,0.3,places
albopt_pow2_max_c,0.8999,0.3,places
random_sim,1.4813,0.3,places
greedy_sim,0.5608,0.3,places
albopt,1.5264,0.3,places
albopt_pow2,1.3988,0.3,places
albopt_pow2_max_c,1.3537,0.3,places
random_sim,1.6176,0.3,places
greedy_sim,1.4722,0.3,places
albopt,1.7615,0.3,places
albopt_pow2,1.6367,0.3,places
albopt_pow2_max_c,1.5841,0.3,places
random_sim,1.0408,0.3,places
greedy_sim,1.677,0.3,places
albopt,0.7983,0.3,places
albopt_pow2,0.7656,0.3,places
albopt_pow2_max_c,0.8314,0.3,places
random_sim,1.5462,0.3,places
greedy_sim,1.6817,0.3,places
albopt,1.6087,0.3,places
albopt_pow2,1.534,0.3,places
albopt_pow2_max_c,1.5185,0.3,places
random_sim,2.3914,0.3,places
greedy_sim,1.8505,0.3,places
albopt,1.2516,0.3,places
albopt_pow2,1.3391,0.3,places
albopt_pow2_max_c,1.4006,0.3,places
random_sim,1.0746,0.3,places
greedy_sim,2.5931,0.3,places
albopt,1.0171,0.3,places
albopt_pow2,0.9004,0.3,places
albopt_pow2_max_c,0.9861,0.3,places
random_sim,2.4645,0.3,places
greedy_sim,1.6141,0.3,places
albopt,0.7275,0.3,places
albopt_pow2,0.7173,0.3,places
albopt_pow2_max_c,0.8882,0.3,places
random_sim,1.8597,0.3,places
greedy_sim,0.6796,0.3,places
albopt,2.0717,0.3,places
albopt_pow2,1.8746,0.3,places
albopt_pow2_max_c,2.0557,0.3,places
random_sim,3.8766,0.3,places
greedy_sim,2.3652,0.3,places
albopt,1.997,0.3,places
albopt_pow2,1.7264,0.3,places
albopt_pow2_max_c,1.6775,0.3,places
random_sim,2.5676,0.3,places
greedy_sim,2.2663,0.3,places
albopt,1.2051,0.3,places
albopt_pow2,0.9545,0.3,places
albopt_pow2_max_c,0.7177,0.3,places
random_sim,4.4326,0.3,places
greedy_sim,1.0598,0.3,places
albopt,0.745,0.3,places
albopt_pow2,0.7603,0.3,places
albopt_pow2_max_c,0.9728,0.3,places
random_sim,1.8256,0.3,places
greedy_sim,1.3621,0.3,places
albopt,0.923,0.3,places
albopt_pow2,0.6453,0.3,places
albopt_pow2_max_c,0.6623,0.3,places
random_sim,1.7929,0.3,places
greedy_sim,0.8895,0.3,places
albopt,1.6699,0.3,places
albopt_pow2,1.8494,0.3,places
albopt_pow2_max_c,1.8502,0.3,places
random_sim,2.2313,0.3,places
greedy_sim,3.3041,0.3,places
albopt,1.0312,0.3,places
albopt_pow2,1.0614,0.3,places
albopt_pow2_max_c,0.9757,0.3,places
random_sim,2.9295,0.3,places
greedy_sim,1.0315,0.3,places
albopt,0.4517,0.3,places
albopt_pow2,0.4114,0.3,places
albopt_pow2_max_c,0.5043,0.3,places
random_sim,1.3081,0.3,places
greedy_sim,0.5353,0.3,places
albopt,1.6024,0.3,places
albopt_pow2,1.7138,0.3,places
albopt_pow2_max_c,1.6125,0.3,places
random_sim,1.7847,0.3,places
greedy_sim,1.6672,0.3,places
albopt,1.1936,0.3,places
albopt_pow2,1.6655,0.3,places
albopt_pow2_max_c,1.713,0.3,places
random_sim,2.3208,0.3,places
greedy_sim,2.89,0.3,places
albopt,1.1921,0.3,places
albopt_pow2,1.1628,0.3,places
albopt_pow2_max_c,1.0804,0.3,places
random_sim,2.5645,0.3,places
greedy_sim,1.9958,0.3,places
albopt,1.1495,0.3,places
albopt_pow2,1.2912,0.3,places
albopt_pow2_max_c,1.4407,0.3,places
random_sim,1.5154,0.3,places
greedy_sim,1.9258,0.3,places
albopt,0.6758,0.3,places
albopt_pow2,0.6703,0.3,places
albopt_pow2_max_c,0.6225,0.3,places
random_sim,1.2485,0.3,places
greedy_sim,1.4824,0.3,places
albopt,0.8946,0.3,places
albopt_pow2,0.866,0.3,places
albopt_pow2_max_c,0.7824,0.3,places
random_sim,1.6063,0.3,places
greedy_sim,0.9079,0.3,places
albopt,1.1198,0.3,places
albopt_pow2,1.2248,0.3,places
albopt_pow2_max_c,1.3958,0.3,places
random_sim,4.064,0.3,places
greedy_sim,1.6429,0.3,places
albopt,1.2877,0.3,places
albopt_pow2,1.1608,0.3,places
albopt_pow2_max_c,1.3399,0.3,places
random_sim,1.6099,0.3,places
greedy_sim,1.2723,0.3,places
albopt,0.6201,0.3,places
albopt_pow2,0.4597,0.3,places
albopt_pow2_max_c,0.4787,0.3,places
random_sim,1.3845,0.3,places
greedy_sim,0.622,0.3,places
albopt,1.3477,0.3,places
albopt_pow2,1.3692,0.3,places
albopt_pow2_max_c,1.4277,0.3,places
random_sim,2.9624,0.3,places
greedy_sim,1.921,0.3,places
albopt,0.7427,0.3,places
albopt_pow2,0.793,0.3,places
albopt_pow2_max_c,1.0764,0.3,places
random_sim,2.2017,0.3,places
greedy_sim,1.247,0.3,places
albopt,1.0597,0.3,places
albopt_pow2,1.1987,0.3,places
albopt_pow2_max_c,1.1756,0.3,places
random_sim,1.6384,0.3,places
greedy_sim,1.498,0.3,places
albopt,2.8652,0.3,places
albopt_pow2,2.9693,0.3,places
albopt_pow2_max_c,2.9536,0.3,places
random_sim,1.6754,0.3,places
